Node Number	Total Deformation (m)
3615	0.14224
3616	0.14224
3617	0.14224
3618	0.14224
3619	0.14224
3620	0.14224
3621	0.14224
3622	0.14224
3623	0.14224
3624	0.14224
3625	0.14224
3626	0.14224
3627	0.14224
3628	0.14224
3629	0.14224
3630	0.14224
3631	0.14224
3632	0.14224
3633	0.14224
3634	0.14224
3635	0.14224
3636	0.14224
3637	0.14224
3638	0.14224
3639	0.14224
3640	0.14224
3641	0.14224
3642	0.14224
3643	0.14224
3644	0.14224
3645	0.14224
3646	0.14224
3647	0.14224
3648	0.14224
3649	0.14224
3650	0.14224
3651	0.14224
3652	0.14224
3653	0.14224
3654	0.14224
3655	0.14224
3656	0.14224
3657	0.14224
3658	0.14224
3659	0.14224
3660	0.14224
3661	0.14224
3662	0.14224
3663	0.14224
3664	0.14224
3665	0.14224
3666	0.14224
3667	0.14224
3668	0.14224
3669	0.14224
3670	0.14224
3671	0.14224
3672	0.14224
3673	0.14224
3674	0.14224
3675	0.14224
3676	0.14224
3677	0.14224
3678	0.14224
3679	0.14224
3680	0.14224
3681	0.14224
3682	0.14224
3683	0.14224
3684	0.14224
3685	0.14224
3686	0.14224
3687	0.14224
3688	0.14224
3689	0.14224
3690	0.14224
3691	0.14224
3692	0.14224
3693	0.14224
3694	0.14224
3695	0.14224
3696	0.14224
3697	0.14224
3698	0.14224
3699	0.14224
3700	0.14224
3701	0.14224
3702	0.14224
3703	0.14224
3704	0.14224
3705	0.14224
3706	0.14224
3707	0.14224
3708	0.14224
3709	0.14224
3710	0.14224
3711	0.14224
3712	0.14224
3713	0.14224
3714	0.14224
3715	0.14224
3716	0.14224
3717	0.14224
3718	0.14224
3719	0.14224
3720	0.14224
3721	0.14224
3722	0.14224
3723	0.14224
3724	0.14224
3725	0.14224
3726	0.14224
3727	0.14224
3728	0.14224
3729	0.14224
3730	0.14224
3731	0.14224
3732	0.14224
3733	0.14224
3734	0.14224
3735	0.14224
3736	0.14224
3737	0.14224
3738	0.14224
3739	0.14224
3740	0.14224
3741	0.14224
3742	0.14224
3743	0.14224
3744	0.14224
3745	0.14224
3746	0.14224
3747	0.14224
3748	0.14224
3749	0.14224
3750	0.14224
3751	0.14224
3752	0.14224
3753	0.14224
3754	0.14224
3755	0.14224
3756	0.14224
3757	0.14224
3758	0.14224
3759	0.14224
3760	0.14224
3761	0.14224
3762	0.14224
3763	0.14224
3764	0.14224
3765	0.14224
3766	0.14224
3767	0.14224
3768	0.14224
3769	0.14224
3770	0.14224
3771	0.14224
3772	0.14224
3773	0.14224
3774	0.14224
3775	0.14224
3776	0.14224
3777	0.14224
3778	0.14224
3779	0.14224
3780	0.14224
3781	0.14224
3782	0.14224
3783	0.14224
3784	0.14224
3785	0.14224
3786	0.14224
3787	0.14224
3788	0.14224
3789	0.14224
3790	0.14224
3791	0.14224
3792	0.14224
3793	0.14224
3794	0.14224
3795	0.14224
3796	0.14224
3797	0.14224
3798	0.14224
3799	0.14224
3800	0.14224
3801	0.14224
3802	0.14224
3803	0.14224
3804	0.14224
3805	0.14224
3806	0.14224
3807	0.14224
3808	0.14224
3809	0.14224
3810	0.14224
3811	0.14224
3812	0.14224
3813	0.14224
3814	0.14224
3815	0.14224
3816	0.14224
3817	0.14224
3818	0.14224
3819	0.14224
3820	0.14224
3821	0.14224
3822	0.14224
3823	0.14224
3824	0.14224
3825	0.14224
3826	0.14224
3827	0.14224
3828	0.14224
3829	0.14224
3830	0.14224
3831	0.14224
3832	0.14224
3833	0.14224
3834	0.14224
3835	0.14224
3836	0.14224
3837	0.14224
3838	0.14224
3839	0.14224
3840	0.14224
3841	0.14224
3842	0.14224
3843	0.14224
3844	0.14224
3845	0.14224
3846	0.14224
3847	0.14224
3848	0.14224
3849	0.14224
3850	0.14224
3851	0.14224
3852	0.14224
3853	0.14224
3854	0.14224
3855	0.14224
3856	0.14224
3857	0.14224
3858	0.14224
3859	0.14224
3860	0.14224
3861	0.14224
3862	0.14224
3863	0.14224
3864	0.14224
3865	0.14224
3866	0.14224
3867	0.14224
3868	0.14224
3869	0.14224
3870	0.14224
3871	0.14224
3872	0.14224
3873	0.14224
3874	0.14224
3875	0.14224
3876	0.14224
3877	0.14224
3878	0.14224
3879	0.14224
3880	0.14224
3881	0.14224
3882	0.14224
3883	0.14224
3884	0.14224
3885	0.14224
3886	0.14224
3887	0.14224
3888	0.14224
3889	0.14224
3890	0.14224
3891	0.14224
3892	0.14224
3893	0.14224
3894	0.14224
3895	0.14224
3896	0.14224
3897	0.14224
3898	0.14224
3899	0.14224
3900	0.14224
3901	0.14224
3902	0.14224
3903	0.14224
3904	0.14224
3905	0.14224
3906	0.14224
3907	0.14224
3908	0.14224
3909	0.14224
3910	0.14224
3911	0.14224
3912	0.14224
3913	0.14224
3914	0.14224
3915	0.14224
3916	0.14224
3917	0.14224
3918	0.14224
3919	0.14224
3920	0.14224
3921	0.14224
3922	0.14224
3923	0.14224
3924	0.14224
3925	0.14224
3926	0.14224
3927	0.14224
3928	0.14224
3929	0.14224
3930	0.14224
3931	0.14224
3932	0.14224
3933	0.14224
3934	0.14224
3935	0.14224
3936	0.14224
3937	0.14224
3938	0.14224
3939	0.14224
3940	0.14224
3941	0.14224
3942	0.14224
3943	0.14224
3944	0.14224
3945	0.14224
3946	0.14224
3947	0.14224
3948	0.14224
3949	0.14224
3950	0.14224
3951	0.14224
3952	0.14224
3953	0.14224
3954	0.14224
3955	0.14224
3956	0.14224
3957	0.14224
3958	0.14224
3959	0.14224
3960	0.14224
3961	0.14224
3962	0.14224
3963	0.14224
3964	0.14224
3965	0.14224
3966	0.14224
3967	0.14224
3968	0.14224
3969	0.14224
3970	0.14224
3971	0.14224
3972	0.14224
3973	0.14224
3974	0.14224
3975	0.14224
3976	0.14224
3977	0.14224
3978	0.14224
3979	0.14224
3980	0.14224
3981	0.14224
3982	0.14224
3983	0.14224
3984	0.14224
3985	0.14224
3986	0.14224
3987	0.14224
3988	0.14224
3989	0.14224
3990	0.14224
3991	0.14224
3992	0.14224
3993	0.14224
3994	0.14224
3995	0.14224
3996	0.14224
3997	0.14224
3998	0.14224
3999	0.14224
4000	0.14224
4001	0.14224
4002	0.14224
4003	0.14224
4004	0.14224
4005	0.14224
4006	0.14224
4007	0.14224
4008	0.14224
4009	0.14224
4010	0.14224
4011	0.14224
4012	0.14224
4013	0.14224
4014	0.14224
4015	0.14224
4016	0.14224
4017	0.14224
4018	0.14224
4019	0.14224
4020	0.14224
4021	0.14224
4022	0.14224
4023	0.14224
4024	0.14224
4025	0.14224
4026	0.14224
4027	0.14224
4028	0.14224
4029	0.14224
4030	0.14224
4031	0.14224
4032	0.14224
4033	0.14224
4034	0.14224
4035	0.14224
4036	0.14224
4037	0.14224
4038	0.14224
4039	0.14224
4040	0.14224
4041	0.14224
4042	0.14224
4043	0.14224
4044	0.14224
4045	0.14224
4046	0.14224
4047	0.14224
4048	0.14224
4049	0.14224
4050	0.14224
4051	0.14224
4052	0.14224
4053	0.14224
4054	0.14224
4055	0.14224
4056	0.14224
4057	0.14224
4058	0.14224
4059	0.14224
4060	0.14224
4061	0.14224
4062	0.14224
4063	0.14224
4064	0.14224
4065	0.14224
4066	0.14224
4067	0.14224
4068	0.14224
4069	0.14224
4070	0.14224
4071	0.14224
4072	0.14224
4073	0.14224
4074	0.14224
4075	0.14224
4076	0.14224
4077	0.14224
4078	0.14224
4079	0.14224
4080	0.14224
4081	0.14224
4082	0.14224
4083	0.14224
4084	0.14224
4085	0.14224
4086	0.14224
4087	0.14224
4088	0.14224
4089	0.14224
4090	0.14224
4091	0.14224
4092	0.14224
4093	0.14224
4094	0.14224
4095	0.14224
4096	0.14224
4097	0.14224
4098	0.14224
4099	0.14224
4100	0.14224
4101	0.14224
4102	0.14224
4103	0.14224
4104	0.14224
4105	0.14224
4106	0.14224
4107	0.14224
4108	0.14224
4109	0.14224
4110	0.14224
4111	0.14224
4112	0.14224
4113	0.14224
4114	0.14224
4115	0.14224
4116	0.14224
4117	0.14224
4118	0.14224
4119	0.14224
4120	0.14224
4121	0.14224
4122	0.14224
4123	0.14224
4124	0.14224
4125	0.14224
4126	0.14224
4127	0.14224
4128	0.14224
4129	0.14224
4130	0.14224
4131	0.14224
4132	0.14224
4133	0.14224
4134	0.14224
4135	0.14224
4136	0.14224
4137	0.14224
4138	0.14224
4139	0.14224
4140	0.14224
4141	0.14224
4142	0.14224
4143	0.14224
4144	0.14224
4145	0.14224
4146	0.14224
4147	0.14224
4148	0.14224
4149	0.14224
4150	0.14224
4151	0.14224
4152	0.14224
4153	0.14224
4154	0.14224
4155	0.14224
4156	0.14224
4157	0.14224
4158	0.14224
4159	0.14224
4160	0.14224
4161	0.14224
4162	0.14224
4163	0.14224
4164	0.14224
4165	0.14224
4166	0.14224
4167	0.14224
4168	0.14224
4169	0.14224
4170	0.14224
4171	0.14224
4172	0.14224
4173	0.14224
4174	0.14224
4175	0.14224
4176	0.14224
4177	0.14224
4178	0.14224
4179	0.14224
4180	0.14224
4181	0.14224
4182	0.14224
4183	0.14224
4184	0.14224
4185	0.14224
4186	0.14224
4187	0.14224
4188	0.14224
4189	0.14224
4190	0.14224
4191	0.14224
4192	0.14224
4193	0.14224
4194	0.14224
4195	0.14224
4196	0.14224
4197	0.14224
4198	0.14224
4199	0.14224
4200	0.14224
4201	0.14224
4202	0.14224
4203	0.14224
4204	0.14224
4205	0.14224
4206	0.14224
4207	0.14224
4208	0.14224
4209	0.14224
4210	0.14224
4211	0.14224
4212	0.14224
4213	0.14224
4214	0.14224
4215	0.14224
4216	0.14224
4217	0.14224
4218	0.14224
4219	0.14224
4220	0.14224
4221	0.14224
4222	0.14224
4223	0.14224
4224	0.14224
4225	0.14224
4226	0.14224
4227	0.14224
4228	0.14224
4229	0.14224
4230	0.14224
4231	0.14224
4232	0.14224
4233	0.14224
4234	0.14224
4235	0.14224
4236	0.14224
4237	0.14224
4238	0.14224
4239	0.14224
4240	0.14224
4241	0.14224
4242	0.14224
4243	0.14224
4244	0.14224
4245	0.14224
4246	0.14224
4247	0.14224
4248	0.14224
4249	0.14224
4250	0.14224
4251	0.14224
4252	0.14224
4253	0.14224
4254	0.14224
4255	0.14224
4256	0.14224
4257	0.14224
4258	0.14224
4259	0.14224
4260	0.14224
4261	0.14224
4262	0.14224
4263	0.14224
4264	0.14224
4265	0.14224
4266	0.14224
4267	0.14224
4268	0.14224
4269	0.14224
4270	0.14224
4271	0.14224
4272	0.14224
4273	0.14224
4274	0.14224
4275	0.14224
4276	0.14224
4277	0.14224
4278	0.14224
4279	0.14224
4280	0.14224
4281	0.14224
4282	0.14224
4283	0.14224
4284	0.14224
4285	0.14224
4286	0.14224
4287	0.14224
4288	0.14224
4289	0.14224
4290	0.14224
4291	0.14224
4292	0.14224
4293	0.14224
4294	0.14224
4295	0.14224
4296	0.14224
4297	0.14224
4298	0.14224
4299	0.14224
4300	0.14224
4301	0.14224
4302	0.14224
4303	0.14224
4304	0.14224
4305	0.14224
4306	0.14224
4307	0.14224
4308	0.14224
4309	0.14224
4310	0.14224
4311	0.14224
4312	0.14224
4313	0.14224
4314	0.14224
4315	0.14224
4316	0.14224
4317	0.14224
4318	0.14224
4319	0.14224
4320	0.14224
4321	0.14224
4322	0.14224
4323	0.14224
4324	0.14224
4325	0.14224
4326	0.14224
4327	0.14224
4328	0.14224
4329	0.14224
4330	0.14224
4331	0.14224
4332	0.14224
4333	0.14224
4334	0.14224
4335	0.14224
4336	0.14224
4337	0.14224
4338	0.14224
4339	0.14224
4340	0.14224
4341	0.14224
4342	0.14224
4343	0.14224
4344	0.14224
4345	0.14224
4346	0.14224
4347	0.14224
4348	0.14224
4349	0.14224
4350	0.14224
4351	0.14224
4352	0.14224
4353	0.14224
4354	0.14224
4355	0.14224
4356	0.14224
4357	0.14224
4358	0.14224
4359	0.14224
4360	0.14224
4361	0.14224
4362	0.14224
4363	0.14224
4364	0.14224
4365	0.14224
4366	0.14224
4367	0.14224
4368	0.14224
4369	0.14224
4370	0.14224
4371	0.14224
4372	0.14224
4373	0.14224
4374	0.14224
4375	0.14224
4376	0.14224
4377	0.14224
4378	0.14224
4379	0.14224
4380	0.14224
4381	0.14224
4382	0.14224
4383	0.14224
4384	0.14224
4385	0.14224
4386	0.14224
4387	0.14224
4388	0.14224
4389	0.14224
4390	0.14224
4391	0.14224
4392	0.14224
4393	0.14224
4394	0.14224
4395	0.14224
4396	0.14224
4397	0.14224
4398	0.14224
4399	0.14224
4400	0.14224
4401	0.14224
4402	0.14224
4403	0.14224
4404	0.14224
4405	0.14224
4406	0.14224
4407	0.14224
4408	0.14224
4409	0.14224
4410	0.14224
4411	0.14224
4412	0.14224
4413	0.14224
4414	0.14224
4415	0.14224
4416	0.14224
4417	0.14224
4418	0.14224
4419	0.14224
4420	0.14224
4421	0.14224
4422	0.14224
4423	0.14224
4424	0.14224
4425	0.14224
4426	0.14224
4427	0.14224
4428	0.14224
4429	0.14224
4430	0.14224
4431	0.14224
4432	0.14224
4433	0.14224
4434	0.14224
4435	0.14224
4436	0.14224
4437	0.14224
4438	0.14224
4439	0.14224
4440	0.14224
4441	0.14224
4442	0.14224
4443	0.14224
4444	0.14224
4445	0.14224
4446	0.14224
4447	0.14224
4448	0.14224
4449	0.14224
4450	0.14224
4451	0.14224
4452	0.14224
4453	0.14224
4454	0.14224
4455	0.14224
4456	0.14224
4457	0.14224
4458	0.14224
4459	0.14224
4460	0.14224
4461	0.14224
4462	0.14224
4463	0.14224
4464	0.14224
4465	0.14224
4466	0.14224
4467	0.14224
4468	0.14224
4469	0.14224
4470	0.14224
4471	0.14224
4472	0.14224
4473	0.14224
4474	0.14224
4475	0.14224
4476	0.14224
4477	0.14224
4478	0.14224
4479	0.14224
4480	0.14224
4481	0.14224
4482	0.14224
4483	0.14224
4484	0.14224
4485	0.14224
4486	0.14224
4487	0.14224
4488	0.14224
4489	0.14224
4490	0.14224
4491	0.14224
4492	0.14224
4493	0.14224
4494	0.14224
4495	0.14224
4496	0.14224
4497	0.14224
4498	0.14224
4499	0.14224
4500	0.14224
4501	0.14224
4502	0.14224
4503	0.14224
4504	0.14224
4505	0.14224
4506	0.14224
4507	0.14224
4508	0.14224
4509	0.14224
4510	0.14224
4511	0.14224
4512	0.14224
4513	0.14224
4514	0.14224
4515	0.14224
4516	0.14224
4517	0.14224
4518	0.14224
4519	0.14224
4520	0.14224
4521	0.14224
4522	0.14224
4523	0.14224
4524	0.14224
4525	0.14224
4526	0.14224
4527	0.14224
4528	0.14224
4529	0.14224
4530	0.14224
4531	0.14224
4532	0.14224
4533	0.14224
4534	0.14224
4535	0.14224
4536	0.14224
4537	0.14224
4538	0.14224
4539	0.14224
4540	0.14224
4541	0.14224
4542	0.14224
4543	0.14224
4544	0.14224
4545	0.14224
4546	0.14224
4547	0.14224
4548	0.14224
4549	0.14224
4550	0.14224
4551	0.14224
4552	0.14224
4553	0.14224
4554	0.14224
4555	0.14224
4556	0.14224
4557	0.14224
4558	0.14224
4559	0.14224
4560	0.14224
4561	0.14224
4562	0.14224
4563	0.14224
4564	0.14224
4565	0.14224
4566	0.14224
4567	0.14224
4568	0.14224
4569	0.14224
4570	0.14224
4571	0.14224
4572	0.14224
4573	0.14224
4574	0.14224
4575	0.14224
4576	0.14224
4577	0.14224
4578	0.14224
4579	0.14224
4580	0.14224
4581	0.14224
4582	0.14224
4583	0.14224
4584	0.14224
4585	0.14224
4586	0.14224
4587	0.14224
4588	0.14224
4589	0.14224
4590	0.14224
4591	0.14224
4592	0.14224
4593	0.14224
4594	0.14224
4595	0.14224
4596	0.14224
4597	0.14224
4598	0.14224
4599	0.14224
4600	0.14224
4601	0.14224
4602	0.14224
4603	0.14224
4604	0.14224
4605	0.14224
4606	0.14224
4607	0.14224
4608	0.14224
4609	0.14224
4610	0.14224
4611	0.14224
4612	0.14224
4613	0.14224
4614	0.14224
4615	0.14224
4616	0.14224
4617	0.14224
4618	0.14224
4619	0.14224
4620	0.14224
4621	0.14224
4622	0.14224
4623	0.14224
4624	0.14224
4625	0.14224
4626	0.14224
4627	0.14224
4628	0.14224
4629	0.14224
4630	0.14224
4631	0.14224
4632	0.14224
4633	0.14224
4634	0.14224
4635	0.14224
4636	0.14224
4637	0.14224
4638	0.14224
4639	0.14224
4640	0.14224
4641	0.14224
4642	0.14224
4643	0.14224
4644	0.14224
4645	0.14224
4646	0.14224
4647	0.14224
4648	0.14224
4649	0.14224
4650	0.14224
4651	0.14224
4652	0.14224
4653	0.14224
4654	0.14224
4655	0.14224
4656	0.14224
4657	0.14224
4658	0.14224
4659	0.14224
4660	0.14224
4661	0.14224
4662	0.14224
4663	0.14224
4664	0.14224
4665	0.14224
4666	0.14224
4667	0.14224
4668	0.14224
4669	0.14224
4670	0.14224
4671	0.14224
4672	0.14224
4673	0.14224
4674	0.14224
4675	0.14224
4676	0.14224
4677	0.14224
4678	0.14224
4679	0.14224
4680	0.14224
4681	0.14224
4682	0.14224
4683	0.14224
4684	0.14224
4685	0.14224
4686	0.14224
4687	0.14224
4688	0.14224
4689	0.14224
4690	0.14224
4691	0.14224
4692	0.14224
4693	0.14224
4694	0.14224
4695	0.14224
4696	0.14224
4697	0.14224
4698	0.14224
4699	0.14224
4700	0.14224
4701	0.14224
4702	0.14224
4703	0.14224
4704	0.14224
4705	0.14224
4706	0.14224
4707	0.14224
4708	0.14224
4709	0.14224
4710	0.14224
4711	0.14224
4712	0.14224
4713	0.14224
4714	0.14224
4715	0.14224
4716	0.14224
4717	0.14224
4718	0.14224
4719	0.14224
4720	0.14224
4721	0.14224
4722	0.14224
4723	0.14224
4724	0.14224
4725	0.14224
4726	0.14224
4727	0.14224
4728	0.14224
4729	0.14224
4730	0.14224
4731	0.14224
4732	0.14224
4733	0.14224
4734	0.14224
4735	0.14224
4736	0.14224
4737	0.14224
4738	0.14224
4739	0.14224
4740	0.14224
4741	0.14224
4742	0.14224
4743	0.14224
4744	0.14224
4745	0.14224
4746	0.14224
4747	0.14224
4748	0.14224
4749	0.14224
4750	0.14224
4751	0.14224
4752	0.14224
4753	0.14224
4754	0.14224
4755	0.14224
4756	0.14224
4757	0.14224
4758	0.14224
4759	0.14224
4760	0.14224
4761	0.14224
4762	0.14224
4763	0.14224
4764	0.14224
4765	0.14224
4766	0.14224
4767	0.14224
4768	0.14224
4769	0.14224
4770	0.14224
4771	0.14224
4772	0.14224
4773	0.14224
4774	0.14224
4775	0.14224
4776	0.14224
4777	0.14224
4778	0.14224
4779	0.14224
4780	0.14224
4781	0.14224
4782	0.14224
4783	0.14224
4784	0.14224
4785	0.14224
4786	0.14224
4787	0.14224
4788	0.14224
4789	0.14224
4790	0.14224
4791	0.14224
4792	0.14224
4793	0.14224
4794	0.14224
4795	0.14224
4796	0.14224
4797	0.14224
4798	0.14224
4799	0.14224
4800	0.14224
4801	0.14224
4802	0.14224
4803	0.14224
4804	0.14224
4805	0.14224
4806	0.14224
4807	0.14224
4808	0.14224
4809	0.14224
4810	0.14224
4811	0.14224
4812	0.14224
4813	0.14224
4814	0.14224
4815	0.14224
4816	0.14224
4817	0.14224
4818	0.14224
4819	0.14224
4820	0.14224
4821	0.14224
4822	0.14224
4823	0.14224
4824	0.14224
4825	0.14224
4826	0.14224
4827	0.14224
4828	0.14224
4829	0.14224
4830	0.14224
4831	0.14224
4832	0.14224
4833	0.14224
4834	0.14224
4835	0.14224
4836	0.14224
4837	0.14224
4838	0.14224
4839	0.14224
4840	0.14224
4841	0.14224
4842	0.14224
4843	0.14224
4844	0.14224
4845	0.14224
4846	0.14224
4847	0.14224
4848	0.14224
4849	0.14224
4850	0.14224
4851	0.14224
4852	0.14224
4853	0.14224
4854	0.14224
4855	0.14224
4856	0.14224
4857	0.14224
4858	0.14224
4859	0.14224
4860	0.14224
4861	0.14224
4862	0.14224
4863	0.14224
4864	0.14224
4865	0.14224
4866	0.14224
4867	0.14224
4868	0.14224
4869	0.14224
4870	0.14224
4871	0.14224
4872	0.14224
4873	0.14224
4874	0.14224
4875	0.14224
4876	0.14224
4877	0.14224
4878	0.14224
4879	0.14224
4880	0.14224
4881	0.14224
4882	0.14224
4883	0.14224
4884	0.14224
4885	0.14224
4886	0.14224
4887	0.14224
4888	0.14224
4889	0.14224
4890	0.14224
4891	0.14224
4892	0.14224
4893	0.14224
4894	0.14224
4895	0.14224
4896	0.14224
4897	0.14224
4898	0.14224
4899	0.14224
4900	0.14224
4901	0.14224
4902	0.14224
4903	0.14224
4904	0.14224
4905	0.14224
4906	0.14224
4907	0.14224
4908	0.14224
4909	0.14224
4910	0.14224
4911	0.14224
4912	0.14224
4913	0.14224
4914	0.14224
4915	0.14224
4916	0.14224
4917	0.14224
4918	0.14224
4919	0.14224
4920	0.14224
4921	0.14224
4922	0.14224
4923	0.14224
4924	0.14224
4925	0.14224
4926	0.14224
4927	0.14224
4928	0.14224
4929	0.14224
4930	0.14224
4931	0.14224
4932	0.14224
4933	0.14224
4934	0.14224
4935	0.14224
4936	0.14224
4937	0.14224
4938	0.14224
4939	0.14224
4940	0.14224
4941	0.14224
4942	0.14224
4943	0.14224
4944	0.14224
4945	0.14224
4946	0.14224
4947	0.14224
4948	0.14224
4949	0.14224
4950	0.14224
4951	0.14224
4952	0.14224
4953	0.14224
4954	0.14224
4955	0.14224
4956	0.14224
4957	0.14224
4958	0.14224
4959	0.14224
4960	0.14224
4961	0.14224
4962	0.14224
4963	0.14224
4964	0.14224
4965	0.14224
4966	0.14224
4967	0.14224
4968	0.14224
4969	0.14224
4970	0.14224
4971	0.14224
4972	0.14224
4973	0.14224
4974	0.14224
4975	0.14224
4976	0.14224
4977	0.14224
4978	0.14224
4979	0.14224
4980	0.14224
4981	0.14224
4982	0.14224
4983	0.14224
4984	0.14224
4985	0.14224
4986	0.14224
4987	0.14224
4988	0.14224
4989	0.14224
4990	0.14224
4991	0.14224
4992	0.14224
4993	0.14224
4994	0.14224
4995	0.14224
4996	0.14224
4997	0.14224
4998	0.14224
4999	0.14224
5000	0.14224
5001	0.14224
5002	0.14224
5003	0.14224
5004	0.14224
5005	0.14224
5006	0.14224
5007	0.14224
5008	0.14224
5009	0.14224
5010	0.14224
5011	0.14224
5012	0.14224
5013	0.14224
5014	0.14224
5015	0.14224
5016	0.14224
5017	0.14224
5018	0.14224
5019	0.14224
5020	0.14224
5021	0.14224
5022	0.14224
5023	0.14224
5024	0.14224
5025	0.14224
5026	0.14224
5027	0.14224
5028	0.14224
5029	0.14224
5030	0.14224
5031	0.14224
5032	0.14224
5033	0.14224
5034	0.14224
5035	0.14224
5036	0.14224
5037	0.14224
5038	0.14224
5039	0.14224
5040	0.14224
5041	0.14224
5042	0.14224
5043	0.14224
5044	0.14224
5045	0.14224
5046	0.14224
5047	0.14224
5048	0.14224
5049	0.14224
5050	0.14224
5051	0.14224
5052	0.14224
5053	0.14224
5054	0.14224
5055	0.14224
5056	0.14224
5057	0.14224
5058	0.14224
5059	0.14224
5060	0.14224
5061	0.14224
5062	0.14224
5063	0.14224
5064	0.14224
5065	0.14224
5066	0.14224
5067	0.14224
5068	0.14224
5069	0.14224
5070	0.14224
5071	0.14224
5072	0.14224
5073	0.14224
5074	0.14224
5075	0.14224
5076	0.14224
5077	0.14224
5078	0.14224
5079	0.14224
5080	0.14224
5081	0.14224
5082	0.14224
5083	0.14224
5084	0.14224
5085	0.14224
5086	0.14224
5087	0.14224
5088	0.14224
5089	0.14224
5090	0.14224
5091	0.14224
5092	0.14224
5093	0.14224
5094	0.14224
5095	0.14224
5096	0.14224
5097	0.14224
5098	0.14224
5099	0.14224
5100	0.14224
5101	0.14224
5102	0.14224
5103	0.14224
5104	0.14224
5105	0.14224
5106	0.14224
5107	0.14224
5108	0.14224
5109	0.14224
5110	0.14224
5111	0.14224
5112	0.14224
5113	0.14224
5114	0.14224
5115	0.14224
5116	0.14224
5117	0.14224
5118	0.14224
5119	0.14224
5120	0.14224
5121	0.14224
5122	0.14224
5123	0.14224
5124	0.14224
5125	0.14224
5126	0.14224
5127	0.14224
5128	0.14224
5129	0.14224
5130	0.14224
5131	0.14224
5132	0.14224
5133	0.14224
5134	0.14224
5135	0.14224
5136	0.14224
5137	0.14224
5138	0.14224
5139	0.14224
5140	0.14224
5141	0.14224
5142	0.14224
5143	0.14224
5144	0.14224
5145	0.14224
5146	0.14224
5147	0.14224
5148	0.14224
5149	0.14224
5150	0.14224
5151	0.14224
5152	0.14224
5153	0.14224
5154	0.14224
5155	0.14224
5156	0.14224
5157	0.14224
5158	0.14224
5159	0.14224
5160	0.14224
5161	0.14224
5162	0.14224
5163	0.14224
5164	0.14224
5165	0.14224
5166	0.14224
5167	0.14224
5168	0.14224
5169	0.14224
5170	0.14224
5171	0.14224
5172	0.14224
5173	0.14224
5174	0.14224
5175	0.14224
5176	0.14224
5177	0.14224
5178	0.14224
5179	0.14224
5180	0.14224
5181	0.14224
5182	0.14224
5183	0.14224
5184	0.14224
5185	0.14224
5186	0.14224
5187	0.14224
5188	0.14224
5189	0.14224
5190	0.14224
5191	0.14224
5192	0.14224
5193	0.14224
5194	0.14224
5195	0.14224
5196	0.14224
5197	0.14224
5198	0.14224
5199	0.14224
5200	0.14224
5201	0.14224
5202	0.14224
5203	0.14224
5204	0.14224
5205	0.14224
5206	0.14224
5207	0.14224
5208	0.14224
5209	0.14224
5210	0.14224
5211	0.14224
5212	0.14224
5213	0.14224
5214	0.14224
5215	0.14224
5216	0.14224
5217	0.14224
5218	0.14224
5219	0.14224
5220	0.14224
5221	0.14224
5222	0.14224
5223	0.14224
5224	0.14224
5225	0.14224
5226	0.14224
5227	0.14224
5228	0.14224
5229	0.14224
5230	0.14224
5231	0.14224
5232	0.14224
5233	0.14224
5234	0.14224
5235	0.14224
5236	0.14224
5237	0.14224
5238	0.14224
5239	0.14224
5240	0.14224
5241	0.14224
5242	0.14224
5243	0.14224
5244	0.14224
5245	0.14224
5246	0.14224
5247	0.14224
5248	0.14224
5249	0.14224
5250	0.14224
5251	0.14224
5252	0.14224
5253	0.14224
5254	0.14224
5255	0.14224
5256	0.14224
5257	0.14224
5258	0.14224
5259	0.14224
5260	0.14224
5261	0.14224
5262	0.14224
5263	0.14224
5264	0.14224
5265	0.14224
5266	0.14224
5267	0.14224
5268	0.14224
5269	0.14224
5270	0.14224
5271	0.14224
5272	0.14224
5273	0.14224
5274	0.14224
5275	0.14224
5276	0.14224
5277	0.14224
5278	0.14224
5279	0.14224
5280	0.14224
5281	0.14224
5282	0.14224
5283	0.14224
5284	0.14224
5285	0.14224
5286	0.14224
5287	0.14224
5288	0.14224
5289	0.14224
5290	0.14224
5291	0.14224
5292	0.14224
5293	0.14224
5294	0.14224
5295	0.14224
5296	0.14224
5297	0.14224
5298	0.14224
5299	0.14224
5300	0.14224
5301	0.14224
5302	0.14224
5303	0.14224
5304	0.14224
5305	0.14224
5306	0.14224
5307	0.14224
5308	0.14224
5309	0.14224
5310	0.14224
5311	0.14224
5312	0.14224
5313	0.14224
5314	0.14224
5315	0.14224
5316	0.14224
5317	0.14224
5318	0.14224
5319	0.14224
5320	0.14224
5321	0.14224
5322	0.14224
5323	0.14224
5324	0.14224
5325	0.14224
5326	0.14224
5327	0.14224
5328	0.14224
5329	0.14224
5330	0.14224
5331	0.14224
5332	0.14224
5333	0.14224
5334	0.14224
5335	0.14224
5336	0.14224
5337	0.14224
5338	0.14224
5339	0.14224
5340	0.14224
5341	0.14224
5342	0.14224
5343	0.14224
5344	0.14224
5345	0.14224
5346	0.14224
5347	0.14224
5348	0.14224
5349	0.14224
5350	0.14224
5351	0.14224
5352	0.14224
5353	0.14224
5354	0.14224
5355	0.14224
5356	0.14224
5357	0.14224
5358	0.14224
5359	0.14224
5360	0.14224
5361	0.14224
5362	0.14224
