0.500000 0.001260
0.499748 0.001295
0.498993 0.001401
0.497736 0.001577
0.495977 0.001823
0.493719 0.002138
0.490964 0.002521
0.487715 0.002971
0.483974 0.003486
0.479746 0.004067
0.475036 0.004710
0.469846 0.005414
0.464184 0.006177
0.458054 0.006997
0.451463 0.007872
0.444418 0.008800
0.436925 0.009779
0.428992 0.010805
0.420627 0.011878
0.411838 0.012993
0.402635 0.014149
0.393027 0.015342
0.383022 0.016570
0.372632 0.017831
0.361867 0.019122
0.350737 0.020439
0.339255 0.021780
0.327430 0.023143
0.315276 0.024524
0.302805 0.025920
0.290028 0.027329
0.276960 0.028748
0.263613 0.030174
0.250000 0.031603
0.236136 0.033034
0.222033 0.034462
0.207708 0.035885
0.193173 0.037300
0.178443 0.038704
0.163534 0.040092
0.148460 0.041463
0.133237 0.042813
0.117879 0.044139
0.102403 0.045436
0.086824 0.046702
0.071157 0.047932
0.055419 0.049124
0.039625 0.050274
0.023791 0.051378
0.007933 0.052433
-0.007933 0.053434
-0.023791 0.054378
-0.039625 0.055262
-0.055419 0.056081
-0.071157 0.056833
-0.086824 0.057513
-0.102403 0.058119
-0.117879 0.058646
-0.133237 0.059092
-0.148460 0.059454
-0.163534 0.059729
-0.178443 0.059914
-0.193173 0.060006
-0.207708 0.060004
-0.222033 0.059906
-0.236136 0.059709
-0.250000 0.059412
-0.263613 0.059015
-0.276960 0.058516
-0.290028 0.057915
-0.302805 0.057211
-0.315276 0.056404
-0.327430 0.055496
-0.339255 0.054486
-0.350737 0.053376
-0.361867 0.052167
-0.372632 0.050861
-0.383022 0.049459
-0.393027 0.047963
-0.402635 0.046377
-0.411838 0.044702
-0.420627 0.042941
-0.428992 0.041097
-0.436925 0.039174
-0.444418 0.037173
-0.451463 0.035099
-0.458054 0.032954
-0.464184 0.030743
-0.469846 0.028467
-0.475036 0.026130
-0.479746 0.023736
-0.483974 0.021286
-0.487715 0.018784
-0.490964 0.016233
-0.493719 0.013634
-0.495977 0.010991
-0.497736 0.008304
-0.498993 0.005576
-0.499748 0.002807
-0.500000 0.000000
-0.499748 -0.002807
-0.498993 -0.005576
-0.497736 -0.008304
-0.495977 -0.010991
-0.493719 -0.013634
-0.490964 -0.016233
-0.487715 -0.018784
-0.483974 -0.021286
-0.479746 -0.023736
-0.475036 -0.026130
-0.469846 -0.028467
-0.464184 -0.030743
-0.458054 -0.032954
-0.451463 -0.035099
-0.444418 -0.037173
-0.436925 -0.039174
-0.428992 -0.041097
-0.420627 -0.042941
-0.411838 -0.044702
-0.402635 -0.046377
-0.393027 -0.047963
-0.383022 -0.049459
-0.372632 -0.050861
-0.361867 -0.052167
-0.350737 -0.053376
-0.339255 -0.054486
-0.327430 -0.055496
-0.315276 -0.056404
-0.302805 -0.057211
-0.290028 -0.057915
-0.276960 -0.058516
-0.263613 -0.059015
-0.250000 -0.059412
-0.236136 -0.059709
-0.222033 -0.059906
-0.207708 -0.060004
-0.193173 -0.060006
-0.178443 -0.059914
-0.163534 -0.059729
-0.148460 -0.059454
-0.133237 -0.059092
-0.117879 -0.058646
-0.102403 -0.058119
-0.086824 -0.057513
-0.071157 -0.056833
-0.055419 -0.056081
-0.039625 -0.055262
-0.023791 -0.054378
-0.007933 -0.053434
0.007933 -0.052433
0.023791 -0.051378
0.039625 -0.050274
0.055419 -0.049124
0.071157 -0.047932
0.086824 -0.046702
0.102403 -0.045436
0.117879 -0.044139
0.133237 -0.042813
0.148460 -0.041463
0.163534 -0.040092
0.178443 -0.038704
0.193173 -0.037300
0.207708 -0.035885
0.222033 -0.034462
0.236136 -0.033034
0.250000 -0.031603
0.263613 -0.030174
0.276960 -0.028748
0.290028 -0.027329
0.302805 -0.025920
0.315276 -0.024524
0.327430 -0.023143
0.339255 -0.021780
0.350737 -0.020439
0.361867 -0.019122
0.372632 -0.017831
0.383022 -0.016570
0.393027 -0.015342
0.402635 -0.014149
0.411838 -0.012993
0.420627 -0.011878
0.428992 -0.010805
0.436925 -0.009779
0.444418 -0.008800
0.451463 -0.007872
0.458054 -0.006997
0.464184 -0.006177
0.469846 -0.005414
0.475036 -0.004710
0.479746 -0.004067
0.483974 -0.003486
0.487715 -0.002971
0.490964 -0.002521
0.493719 -0.002138
0.495977 -0.001823
0.497736 -0.001577
0.498993 -0.001401
0.499748 -0.001295
0.500000 -0.001260
