2.500522 0.005224
2.499278 0.005496
2.495547 0.006312
2.489331 0.007669
2.480638 0.009563
2.469474 0.011988
2.455851 0.014936
2.439781 0.018399
2.421279 0.022365
2.400362 0.026822
2.377050 0.031756
2.351364 0.037153
2.323329 0.042996
2.292971 0.049268
2.260318 0.055950
2.225402 0.063022
2.188255 0.070463
2.148913 0.078252
2.107412 0.086367
2.063793 0.094784
2.018097 0.103479
1.970368 0.112429
1.920651 0.121608
1.868996 0.130992
1.815450 0.140555
1.760067 0.150271
1.702900 0.160115
1.644004 0.170061
1.583437 0.180082
1.521258 0.190152
1.457529 0.200247
1.392311 0.210339
1.325669 0.220403
1.257668 0.230414
1.188377 0.240346
1.117862 0.250174
1.046196 0.259873
0.973448 0.269419
0.899691 0.278787
0.825000 0.287953
0.749449 0.296895
0.673114 0.305588
0.596071 0.314010
0.518399 0.322138
0.440177 0.329952
0.361482 0.337430
0.282396 0.344552
0.202998 0.351297
0.123371 0.357646
0.043594 0.363581
-0.036249 0.369084
-0.116077 0.374138
-0.195808 0.378727
-0.275359 0.382838
-0.354649 0.386455
-0.433594 0.389566
-0.512235 0.392156
-0.591036 0.394054
-0.669253 0.395163
-0.746802 0.395483
-0.823598 0.395016
-0.899556 0.393764
-0.974593 0.391735
-1.048628 0.388938
-1.121577 0.385385
-1.193362 0.381089
-1.263903 0.376067
-1.333122 0.370338
-1.400944 0.363924
-1.467295 0.356846
-1.532101 0.349132
-1.595293 0.340808
-1.656802 0.331905
-1.716561 0.322453
-1.774507 0.312484
-1.830578 0.302035
-1.884715 0.291138
-1.936861 0.279832
-1.986962 0.268154
-2.034966 0.256141
-2.080825 0.243832
-2.124493 0.231265
-2.165926 0.218479
-2.205083 0.205512
-2.241929 0.192402
-2.276426 0.179186
-2.308544 0.165899
-2.338253 0.152576
-2.365526 0.139250
-2.390341 0.125954
-2.412675 0.112716
-2.432512 0.099565
-2.449836 0.086526
-2.464633 0.073623
-2.476895 0.060875
-2.486613 0.048300
-2.493784 0.035915
-2.498404 0.023730
-2.500475 0.011757
-2.500000 0.000000
-2.497007 -0.011379
-2.491529 -0.022222
-2.483576 -0.032528
-2.473161 -0.042297
-2.460299 -0.051528
-2.445010 -0.060222
-2.427313 -0.068382
-2.407231 -0.076008
-2.384789 -0.083105
-2.360015 -0.089676
-2.332937 -0.095725
-2.303587 -0.101257
-2.271998 -0.106279
-2.238207 -0.110798
-2.202249 -0.114821
-2.164163 -0.118359
-2.123991 -0.121421
-2.081775 -0.124018
-2.037558 -0.126163
-1.991385 -0.127869
-1.943304 -0.129150
-1.893361 -0.130023
-1.841607 -0.130504
-1.788092 -0.130611
-1.732867 -0.130364
-1.675986 -0.129783
-1.617502 -0.128888
-1.557471 -0.127703
-1.495947 -0.126250
-1.432990 -0.124554
-1.368656 -0.122639
-1.303005 -0.120531
-1.236097 -0.118255
-1.167993 -0.115838
-1.098756 -0.113308
-1.028447 -0.110690
-0.957132 -0.108012
-0.884875 -0.105302
-0.811742 -0.102584
-0.737800 -0.099887
-0.663116 -0.097235
-0.587759 -0.094653
-0.511798 -0.092167
-0.434647 -0.089710
-0.356925 -0.087148
-0.278832 -0.084494
-0.200442 -0.081765
-0.121832 -0.078978
-0.043081 -0.076147
0.035736 -0.073288
0.114539 -0.070416
0.193252 -0.067542
0.271795 -0.064681
0.350092 -0.061843
0.428064 -0.059038
0.505634 -0.056278
0.582723 -0.053569
0.659255 -0.050920
0.735153 -0.048338
0.810340 -0.045829
0.884740 -0.043396
0.958278 -0.041044
1.030879 -0.038777
1.102471 -0.036595
1.172979 -0.034502
1.242332 -0.032498
1.310459 -0.030582
1.377289 -0.028755
1.442756 -0.027015
1.506790 -0.025362
1.569326 -0.023794
1.630300 -0.022308
1.689647 -0.020902
1.747308 -0.019575
1.803220 -0.018323
1.857327 -0.017143
1.909571 -0.016034
1.959898 -0.014991
2.008254 -0.014014
2.054590 -0.013099
2.098856 -0.012244
2.141004 -0.011446
2.180992 -0.010703
2.218775 -0.010014
2.254314 -0.009376
2.287571 -0.008789
2.318510 -0.008249
2.347099 -0.007757
2.373306 -0.007311
2.397103 -0.006910
2.418464 -0.006553
2.437368 -0.006239
2.453792 -0.005969
2.467720 -0.005740
2.479136 -0.005554
2.488028 -0.005410
2.494387 -0.005306
2.498205 -0.005245
2.499478 -0.005224
